Neighborhood Postcode,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Postcode,Venue Postal Outcode,Venue Postal Region
W1B,51.518535799999995,-0.1420878,The Riding House Café,51.518332479411335,-0.14051133555313408,Café,W1W 7QF,W1W,W
W1B,51.518535799999995,-0.1420878,JOE & THE JUICE,51.51606049455287,-0.14245748519897458,Juice Bar,W1B 2EZ,W1B,W
W1B,51.518535799999995,-0.1420878,NikeTown,51.5154882,-0.1418238,Sporting Goods Shop,W1C 1DA,W1C,W
W1B,51.518535799999995,-0.1420878,Royal Institute of British Architects,51.5211083978643,-0.14501449698020452,Art Gallery,W1B 1NL,W1B,W
W1B,51.518535799999995,-0.1420878,Sanderson Hotel,51.51748811123463,-0.13713484252493474,Hotel,W1T 3NG,W1T,W
W1B,51.518535799999995,-0.1420878,Kaffeine,51.51678531888532,-0.13707989959255354,Coffee Shop,W1T 3AX,W1T,W
W1B,51.518535799999995,-0.1420878,London Cocktail Club,51.51902168530762,-0.13664066138668704,Cocktail Bar,W1T 4NE,W1T,W
W1B,51.518535799999995,-0.1420878,& Other Stories,51.51490959025801,-0.14111725295179028,Women's Store,W1F 7TT,W1F,W
W1B,51.518535799999995,-0.1420878,Lush,51.515631934996996,-0.1386313083128742,Cosmetics Shop,W1D 2JS,W1D,W
W1B,51.518535799999995,-0.1420878,Berners Tavern,51.51671325674457,-0.13644635961230464,English Restaurant,W1T 3NP,W1T,W
W1B,51.518535799999995,-0.1420878,Brazilian Gourmet,51.52181946029319,-0.14018901238453846,Brazilian Restaurant,W1T 6LX,W1T,W
W1B,51.518535799999995,-0.1420878,The Punch Room,51.51690505990691,-0.13615140149379504,Cocktail Bar,W1T 3NP,W1T,W
W1B,51.518535799999995,-0.1420878,Fabrique Bakery,51.51916496797237,-0.1362481499273072,Bakery,W1T 1TG,W1T,W
W1B,51.518535799999995,-0.1420878,Muji,51.515647807699914,-0.13907574329914146,Miscellaneous Shop,W1D 1NQ,W1D,W
W1B,51.518535799999995,-0.1420878,Lantana Cafe,51.51897316016429,-0.13604735015181646,Coffee Shop,W1T 1SW,W1T,W
W1B,51.518535799999995,-0.1420878,The Photographers' Gallery,51.51506983562191,-0.1389692294992966,Art Gallery,W1F 7LW,W1F,W
W1B,51.518535799999995,-0.1420878,The London Edition,51.516759,-0.135999,Hotel,W1T 3NP,W1T,W
W1B,51.518535799999995,-0.1420878,UNIQLO,51.514906488760786,-0.14538808878682621,Clothing Store,W1C 1DX,W1C,W
W1B,51.518535799999995,-0.1420878,John Lewis & Partners,51.51542288399489,-0.1452416181564331,Department Store,W1G 0BD,W1G,W
W1B,51.518535799999995,-0.1420878,Wigmore Hall,51.51678587361812,-0.14830009710061817,Concert Hall,W1U 2RP,W1U,W
W1B,51.518535799999995,-0.1420878,Roka,51.518991726911956,-0.13530794291545714,Japanese Restaurant,W1T 1RR,W1T,W
W1B,51.518535799999995,-0.1420878,Ben's Cookies,51.51592578036752,-0.1365487399829042,Bakery,W1D 2JB,W1D,W
W1B,51.518535799999995,-0.1420878,The London Palladium,51.51455425885788,-0.14070222730800733,Theater,W1F 7TG,W1F,W
W1B,51.518535799999995,-0.1420878,Apple Regent Street,51.51422024607066,-0.14198407530784607,Electronics Store,W1B 2EL,W1B,W
W1B,51.518535799999995,-0.1420878,Beast,51.51535642353023,-0.14689623696845844,Steakhouse,W1G 0BG,W1G,W
W1B,51.518535799999995,-0.1420878,Ibérica,51.52257242845096,-0.1439230832892865,Spanish Restaurant,W1W 5PS,W1W,W
W1B,51.518535799999995,-0.1420878,Vagabond,51.518695044334876,-0.13500284102714097,Wine Bar,W1T 1RW,W1T,W
W1B,51.518535799999995,-0.1420878,Pied à Terre,51.51904065775898,-0.13527137391028488,French Restaurant,W1T 2NH,W1T,W
W1B,51.518535799999995,-0.1420878,BrewDog Soho,51.51505089395944,-0.13728936189134955,Beer Bar,W1F 8QG,W1F,W
W1B,51.518535799999995,-0.1420878,Liberty of London,51.51390393283479,-0.1401829719543457,Department Store,W1B 5AH,W1B,W
W1B,51.518535799999995,-0.1420878,Charlotte Street Hotel,51.51852063991454,-0.13471546206903123,Hotel,W1T 2LX,W1T,W
W1B,51.518535799999995,-0.1420878,Franco Manca,51.5153661387979,-0.1364338513869081,Pizza Place,W1F 8SX,W1F,W
W1B,51.518535799999995,-0.1420878,John Bell & Croyden,51.516390017638315,-0.1493063813796407,Pharmacy,W1U 2AU,W1U,W
W1B,51.518535799999995,-0.1420878,Tombo,51.518586624097736,-0.13432260028575108,Japanese Restaurant,W1T 2JA,W1T,W
W1B,51.518535799999995,-0.1420878,Little Social,51.51352414150624,-0.1422119627642784,French Restaurant,W1S 1NE,W1S,W
W1B,51.518535799999995,-0.1420878,The Marylebone Hotel,51.518016351538066,-0.14974094051132797,Hotel,W1G 8DZ,W1G,W
W1B,51.518535799999995,-0.1420878,The Remedy,51.523224134702296,-0.14209137351918122,Wine Bar,W1T 6PQ,W1T,W
W1B,51.518535799999995,-0.1420878,Ember Yard,51.51540948139396,-0.13645518309873908,Tapas Restaurant,W1F 8SX,W1F,W
W1B,51.518535799999995,-0.1420878,TAP Coffee No. 26,51.517795414768585,-0.13421120804327907,Coffee Shop,W1T 1JE,W1T,W
W1B,51.518535799999995,-0.1420878,TAP Coffee No. 193,51.51550905,-0.13578831,Coffee Shop,W1F 8ZF,W1F,W
W1B,51.518535799999995,-0.1420878,Ben's Cookies,51.513993144935135,-0.13951116165117508,Dessert Shop,W1F 7JB,W1F,W
W1B,51.518535799999995,-0.1420878,Pollen Street Social,51.51342620568972,-0.1422079059902279,English Restaurant,W1S 1NA,W1S,W
W1B,51.518535799999995,-0.1420878,Cafe Zilly,51.52330769640895,-0.14216704418542006,Diner,W1T 6AB,W1T,W
W1B,51.518535799999995,-0.1420878,The Cavendish,51.519018304844934,-0.1496368169438876,Gastropub,W1G 9TL,W1G,W
W1B,51.518535799999995,-0.1420878,Bao,51.51898470926469,-0.13377785682678223,Asian Restaurant,W1T 2JW,W1T,W
W1B,51.518535799999995,-0.1420878,Yumchaa,51.51516272275524,-0.13615112195544957,Tea Room,W1F 8SF,W1F,W
W1B,51.518535799999995,-0.1420878,Sharps Coffee Bar,51.518808904913094,-0.1340059711003608,Coffee Shop,W1T 2JS,W1T,W
W1B,51.518535799999995,-0.1420878,Carnaby Street,51.51344960068008,-0.13904965665925412,Pedestrian Plaza,W1F 7DG,W1F,W
W1B,51.518535799999995,-0.1420878,Ergon Deli,51.513225295742195,-0.1417717401575143,Deli / Bodega,W1S 2QG,W1S,W
W1B,51.518535799999995,-0.1420878,Aperture,51.51779790431551,-0.13422693113750875,Camera Store,W1T 1JE,W1T,W
W1B,51.518535799999995,-0.1420878,Phonica,51.5143392519912,-0.13680826206804805,Record Shop,W1F 8EB,W1F,W
W1B,51.518535799999995,-0.1420878,Honey & Co,51.523754,-0.1408314,Middle Eastern Restaurant,W1T 5LZ,W1T,W
W1B,51.518535799999995,-0.1420878,Dishoom,51.513167621436644,-0.13965428012368464,Indian Restaurant,W1B 5QB,W1B,W
W1B,51.518535799999995,-0.1420878,Goodman Steakhouse,51.513046199835316,-0.14220250183932326,Steakhouse,W1S 1PR,W1S,W
W1B,51.518535799999995,-0.1420878,Disney Store,51.5145908608644,-0.14824202162219546,Toy / Game Store,W1C 1BY,W1C,W
W1B,51.518535799999995,-0.1420878,MEAT Liquor,51.51546962015043,-0.1486051082611084,Burger Joint,W1G 0BA,W1G,W
W1B,51.518535799999995,-0.1420878,Copita,51.51466256278647,-0.13604869156312654,Tapas Restaurant,W1F 8DR,W1F,W
W1B,51.518535799999995,-0.1420878,COS,51.51354363481197,-0.14096722019446317,Clothing Store,W1B 5TR,W1B,W
W1B,51.518535799999995,-0.1420878,Department of Coffee and Social Affairs,51.51351967202485,-0.1390868787116154,Coffee Shop,W1F 7DQ,W1F,W
W1B,51.518535799999995,-0.1420878,Sketch,51.51284614449693,-0.14156770826818946,Modern European Restaurant,W1S 2XF,W1S,W
W1B,51.518535799999995,-0.1420878,Le Relais de Venise L’Entrecôte,51.51810447945907,-0.15106168619426952,French Restaurant,W1U 2PP,W1U,W
W1B,51.518535799999995,-0.1420878,Bodean's,51.51444795914719,-0.13682428750085965,BBQ Joint,W1F 8PZ,W1F,W
W1B,51.518535799999995,-0.1420878,Victoria's Secret,51.51317020729852,-0.1453134047290396,Lingerie Store,W1S 1DP,W1S,W
W1B,51.518535799999995,-0.1420878,39 Steps Coffee Haus,51.51470568665647,-0.1358614521557005,Coffee Shop,W1F 8RT,W1F,W
W1B,51.518535799999995,-0.1420878,Franco Manca,51.5225048838605,-0.13619254386459387,Pizza Place,W1T 7NS,W1T,W
W1B,51.518535799999995,-0.1420878,The London Gin Club,51.515631973206894,-0.13449047029108954,Cocktail Bar,W1F 8FS,W1F,W
W1B,51.518535799999995,-0.1420878,Paul Rothe & Sons Delicatessen,51.516905321290686,-0.15070410948164586,Deli / Bodega,W1U 2AY,W1U,W
W1B,51.518535799999995,-0.1420878,Social Eating House,51.51386112948613,-0.13658676974563821,English Restaurant,W1F 7NS,W1F,W
W1B,51.518535799999995,-0.1420878,Ain't Nothin But...The Blues Bar,51.51291417486742,-0.13959485465375793,Jazz Club,W1B 5PY,W1B,W
W1B,51.518535799999995,-0.1420878,The Blind Pig,51.51378819718034,-0.13661994851478032,Cocktail Bar,W1F 7NT,W1F,W
W1B,51.518535799999995,-0.1420878,Hamleys,51.51276218235479,-0.14009714126586914,Toy / Game Store,W1B 5BT,W1B,W
W1B,51.518535799999995,-0.1420878,TAP Coffee No. 114,51.52339592535782,-0.13696752132571743,Coffee Shop,W1T 7NQ,W1T,W
W1B,51.518535799999995,-0.1420878,Tombo Poké and Matcha Bar,51.51457,-0.13603829,Sushi Restaurant,W1F 8EW,W1F,W
W1B,51.518535799999995,-0.1420878,Workshop Coffee Co.,51.515098802048996,-0.15019438822386194,Coffee Shop,W1U 1BF,W1U,W
W1B,51.518535799999995,-0.1420878,Tommi's Burger Joint,51.517666345503066,-0.1514546153829727,Burger Joint,W1U 2QP,W1U,W
W1B,51.518535799999995,-0.1420878,Wafflemeister,51.51459974727656,-0.14873707349182047,Dessert Shop,W1C 1AS,W1C,W
W1B,51.518535799999995,-0.1420878,St Christopher's Place,51.515139825166166,-0.15018135589141804,Pedestrian Plaza,W1U 1LX,W1U,W
W1B,51.518535799999995,-0.1420878,Daunt Books,51.520432758878734,-0.15182379469622112,Bookstore,W1U 4QP,W1U,W
W1B,51.518535799999995,-0.1420878,Kingly Court,51.51263165734176,-0.13876898482724873,Food Court,W1F 9PX,W1F,W
W1B,51.518535799999995,-0.1420878,Emporio Armani,51.512634435938985,-0.1446030164484425,Clothing Store,W1S 1DQ,W1S,W
W1B,51.518535799999995,-0.1420878,JOE & THE JUICE,51.516122,-0.150898,Juice Bar,W1U 2BF,W1U,W
W1B,51.518535799999995,-0.1420878,La Petite Maison,51.51260007693624,-0.14611300853997983,French Restaurant,W1K 4EF,W1K,W
W1B,51.518535799999995,-0.1420878,Cass Art,51.51393580216873,-0.13521390569657823,Arts & Crafts Store,W1F 8HR,W1F,W
W1B,51.518535799999995,-0.1420878,Dr. Martens,51.512805775307406,-0.1384814602082512,Shoe Store,W1F 9PX,W1F,W
W1B,51.518535799999995,-0.1420878,The Providores & Tapa Room,51.518971,-0.151822,Tapas Restaurant,W1U 4RX,W1U,W
W1C,51.5147506,-0.1477673,Workshop Coffee Co.,51.515098802048996,-0.15019438822386194,Coffee Shop,W1U 1BF,W1U,W
W1C,51.5147506,-0.1477673,UNIQLO,51.514906488760786,-0.14538808878682621,Clothing Store,W1C 1DX,W1C,W
W1C,51.5147506,-0.1477673,John Bell & Croyden,51.516390017638315,-0.1493063813796407,Pharmacy,W1U 2AU,W1U,W
W1C,51.5147506,-0.1477673,Disney Store,51.5145908608644,-0.14824202162219546,Toy / Game Store,W1C 1BY,W1C,W
W1C,51.5147506,-0.1477673,St Christopher's Place,51.515139825166166,-0.15018135589141804,Pedestrian Plaza,W1U 1LX,W1U,W
W1C,51.5147506,-0.1477673,Beast,51.51535642353023,-0.14689623696845844,Steakhouse,W1G 0BG,W1G,W
W1C,51.5147506,-0.1477673,Claridge's,51.51265560781236,-0.1478133521020519,Hotel,W1K 4HR,W1K,W
W1C,51.5147506,-0.1477673,Nando's,51.514704970773174,-0.15050029546273147,Portuguese Restaurant,W1U 1EG,W1U,W
W1C,51.5147506,-0.1477673,Wigmore Hall,51.51678587361812,-0.14830009710061817,Concert Hall,W1U 2RP,W1U,W
W1C,51.5147506,-0.1477673,Burger & Lobster,51.514134859915906,-0.15065156646438554,Burger Joint,W1C 2PA,W1C,W
W1C,51.5147506,-0.1477673,Claridges's Bar,51.5126933043414,-0.14810183769622504,Hotel Bar,W1K 5DX,W1K,W
W1C,51.5147506,-0.1477673,The Foyer & Reading Room,51.512577493385585,-0.14766319231811606,Lounge,W1K 4HR,W1K,W
W1C,51.5147506,-0.1477673,Wafflemeister,51.51459974727656,-0.14873707349182047,Dessert Shop,W1C 1AS,W1C,W
W1C,51.5147506,-0.1477673,Victoria's Secret,51.51317020729852,-0.1453134047290396,Lingerie Store,W1S 1DP,W1S,W
W1C,51.5147506,-0.1477673,La Petite Maison,51.51260007693624,-0.14611300853997983,French Restaurant,W1K 4EF,W1K,W
W1C,51.5147506,-0.1477673,Busaba Eathai,51.514590382958254,-0.1508559874082021,Thai Restaurant,W1C 1JY,W1C,W
W1C,51.5147506,-0.1477673,Patty & Bun,51.51572983058777,-0.1509546528789854,Burger Joint,W1U 1EB,W1U,W
W1C,51.5147506,-0.1477673,Taylor St Baristas,51.51234436647734,-0.14733900397630192,Coffee Shop,W1K 4DY,W1K,W
W1C,51.5147506,-0.1477673,JOE & THE JUICE,51.516122,-0.150898,Juice Bar,W1U 2BF,W1U,W
W1C,51.5147506,-0.1477673,Starbucks,51.514401,-0.151777,Coffee Shop,W1U 1AT,W1U,W
W1C,51.5147506,-0.1477673,HR Higgins,51.513121633069474,-0.15082062957296588,Coffee Shop,W1K 5PB,W1K,W
W1C,51.5147506,-0.1477673,Emporio Armani,51.512634435938985,-0.1446030164484425,Clothing Store,W1S 1DQ,W1S,W
W1C,51.5147506,-0.1477673,Selfridges & Co,51.51464,-0.152864,Department Store,,W1A,
W1C,51.5147506,-0.1477673,Zoilo,51.51599484488055,-0.1522596937262326,Argentinian Restaurant,W1U 3RW,W1U,W
W1C,51.5147506,-0.1477673,Paul Rothe & Sons Delicatessen,51.516905321290686,-0.15070410948164586,Deli / Bodega,W1U 2AY,W1U,W
W1C,51.5147506,-0.1477673,The Beaumont Hotel,51.51303601527119,-0.15215709382947418,Hotel,W1K 6TF,W1K,W
W1C,51.5147506,-0.1477673,The Luggage Room,51.51233548801512,-0.15068784222513373,Speakeasy,W1K 5AE,W1K,W
W1C,51.5147506,-0.1477673,Danceworks,51.513258552525365,-0.15213545997904335,Dance Studio,W1K 6TN,W1K,W
W1C,51.5147506,-0.1477673,Little Social,51.51352414150624,-0.1422119627642784,French Restaurant,W1S 1NE,W1S,W
W1C,51.5147506,-0.1477673,Louis Vuitton,51.5119813,-0.143968,Boutique,W1S 2DE,W1S,W
W1C,51.5147506,-0.1477673,Pollen Street Social,51.51342620568972,-0.1422079059902279,English Restaurant,W1S 1NA,W1S,W
W1C,51.5147506,-0.1477673,JOE & THE JUICE,51.51606049455287,-0.14245748519897458,Juice Bar,W1B 2EZ,W1B,W
W1C,51.5147506,-0.1477673,The Marylebone Hotel,51.518016351538066,-0.14974094051132797,Hotel,W1G 8DZ,W1G,W
W1C,51.5147506,-0.1477673,Apple Regent Street,51.51422024607066,-0.14198407530784607,Electronics Store,W1B 2EL,W1B,W
W1C,51.5147506,-0.1477673,Goodman Steakhouse,51.513046199835316,-0.14220250183932326,Steakhouse,W1S 1PR,W1S,W
W1C,51.5147506,-0.1477673,The Langham,51.517801045370746,-0.1439927644804584,Hotel,W1B 1JA,W1B,W
W1C,51.5147506,-0.1477673,Hedonism Wines,51.5108031994149,-0.14745027754689535,Wine Shop,W1K 3DJ,W1K,W
W1C,51.5147506,-0.1477673,Tommi's Burger Joint,51.517666345503066,-0.1514546153829727,Burger Joint,W1U 2QP,W1U,W
W1C,51.5147506,-0.1477673,Regent Street Cinema,51.51685235133446,-0.1426574390316932,Movie Theater,W1B 3AU,W1B,W
W1C,51.5147506,-0.1477673,Roux at The Landau,51.51758517473519,-0.14390825706050236,French Restaurant,W1B 1JA,W1B,W
W1C,51.5147506,-0.1477673,Sotheby's,51.51176412416014,-0.14384696362632585,Art Gallery,W1S 2RT,W1S,W
W1C,51.5147506,-0.1477673,Le Relais de Venise L’Entrecôte,51.51810447945907,-0.15106168619426952,French Restaurant,W1U 2PP,W1U,W
W1C,51.5147506,-0.1477673,Roka,51.512907568030585,-0.1534125297531628,Japanese Restaurant,W1K 6ZF,W1K,W
W1C,51.5147506,-0.1477673,The Wallace Collection,51.51727485729222,-0.152895806063929,Art Gallery,W1U 3HT,W1U,W
W1C,51.5147506,-0.1477673,The Wigmore,51.51749883890858,-0.1432781519672517,Pub,W1B 2QS,W1B,W
W1C,51.5147506,-0.1477673,Ergon Deli,51.513225295742195,-0.1417717401575143,Deli / Bodega,W1S 2QG,W1S,W
W1C,51.5147506,-0.1477673,Grosvenor Square,51.51146682844729,-0.15144824981689453,Park,W1K 2HP,W1K,W
W1C,51.5147506,-0.1477673,North Audley Cantine (NAC),51.512461716945865,-0.1532641053199768,French Restaurant,W1K 6ZP,W1K,W
W1C,51.5147506,-0.1477673,Leica Store,51.51091859543777,-0.14516769574260546,Camera Store,W1J 6NF,W1J,W
W1C,51.5147506,-0.1477673,NikeTown,51.5154882,-0.1418238,Sporting Goods Shop,W1C 1DA,W1C,W
W1C,51.5147506,-0.1477673,& Other Stories,51.51490959025801,-0.14111725295179028,Women's Store,W1F 7TT,W1F,W
W1C,51.5147506,-0.1477673,Halcyon Gallery,51.5114518951079,-0.1437357255886561,Art Gallery,W1S 2TS,W1S,W
W1C,51.5147506,-0.1477673,Phillips,51.51038095586057,-0.14701724980743197,Art Gallery,W1J 6EX,W1J,W
W1C,51.5147506,-0.1477673,Sketch,51.51284614449693,-0.14156770826818946,Modern European Restaurant,W1S 2XF,W1S,W
W1C,51.5147506,-0.1477673,Workshop Coffee Co.,51.51745739585802,-0.14250965393277512,Coffee Shop,W1W 7FE,W1W,W
W1C,51.5147506,-0.1477673,Artesian,51.517909633192026,-0.1436784576720811,Hotel Bar,W1B 1JA,W1B,W
W1C,51.5147506,-0.1477673,Alfred Dunhill,51.510688423269585,-0.14729964020313138,Tailor Shop,W1K 3DJ,W1K,W
W1C,51.5147506,-0.1477673,CHANEL Boutique,51.51113965996487,-0.14327478162352264,Boutique,W1S 2TY,W1S,W
W1C,51.5147506,-0.1477673,Jamavar,51.510262929372345,-0.14827321030786877,Indian Restaurant,W1K 3EH,W1K,W
W1C,51.5147506,-0.1477673,Curators Coffee Gallery,51.51660246208554,-0.14164611956339276,Coffee Shop,W1W 8SQ,W1W,W
W1C,51.5147506,-0.1477673,Hakkasan,51.510460043077856,-0.14474063642022095,Asian Restaurant,W1J 6QB,W1J,W
W1C,51.5147506,-0.1477673,The Connaught,51.51013776261254,-0.14949778943899691,Hotel,W1K 2AL,W1K,W
W1C,51.5147506,-0.1477673,The Coburg Bar,51.51028675220189,-0.14943160858176538,Cocktail Bar,W1K 2AL,W1K,W
W1C,51.5147506,-0.1477673,Delfino,51.510248,-0.148704,Italian Restaurant,W1K 3AL,W1K,W
W1C,51.5147506,-0.1477673,Liberty of London,51.51390393283479,-0.1401829719543457,Department Store,W1B 5AH,W1B,W
W1C,51.5147506,-0.1477673,Psycle,51.51750152644822,-0.14221288913805985,Cycle Studio,W1W 7SU,W1W,W
W1C,51.5147506,-0.1477673,The London Palladium,51.51455425885788,-0.14070222730800733,Theater,W1F 7TG,W1F,W
W1C,51.5147506,-0.1477673,Connaught Bar,51.510042334629134,-0.14962763258152464,Hotel Bar,W1K 2AL,W1K,W
W1C,51.5147506,-0.1477673,Hauser & Wirth,51.512065811521104,-0.14145304428599803,Art Gallery,W1S 2ES,W1S,W
W1C,51.5147506,-0.1477673,Chanel Boutique,51.51074732169219,-0.14288385446462465,Boutique,W1S 2RB,W1S,W
W1C,51.5147506,-0.1477673,Roti Chai,51.514588,-0.155679,Indian Restaurant,W1H 6AY,W1H,W
W1C,51.5147506,-0.1477673,Christian Louboutin,51.50991437625638,-0.1505117089665867,Shoe Store,W1K 2RG,W1K,W
W1C,51.5147506,-0.1477673,Dishoom,51.513167621436644,-0.13965428012368464,Indian Restaurant,W1B 5QB,W1B,W
W1C,51.5147506,-0.1477673,Hamleys,51.51276218235479,-0.14009714126586914,Toy / Game Store,W1B 5BT,W1B,W
W1C,51.5147506,-0.1477673,The Providores & Tapa Room,51.518971,-0.151822,Tapas Restaurant,W1U 4RX,W1U,W
W1C,51.5147506,-0.1477673,Mount Street Deli,51.50982329153898,-0.15047823713679895,Deli / Bodega,W1K 2RG,W1K,W
W1C,51.5147506,-0.1477673,Scott's,51.50972375507174,-0.15085430241863773,Seafood Restaurant,W1K 2TD,W1K,W
W1C,51.5147506,-0.1477673,Dior,51.51067583208067,-0.14268900146942398,Clothing Store,W1S 2RB,W1S,W
W1C,51.5147506,-0.1477673,Benares,51.509667239923154,-0.14523434700718685,Indian Restaurant,W1J 6AF,W1J,W
W1C,51.5147506,-0.1477673,Berkeley Square,51.50956043284328,-0.14552064269476161,Park,W1J 6AF,W1J,W
W1C,51.5147506,-0.1477673,Ain't Nothin But...The Blues Bar,51.51291417486742,-0.13959485465375793,Jazz Club,W1B 5PY,W1B,W
W1C,51.5147506,-0.1477673,JOE & THE JUICE,51.51703278849285,-0.1552324698299019,Juice Bar,W1U 3AA,W1U,W
W1C,51.5147506,-0.1477673,Carnaby Street,51.51344960068008,-0.13904965665925412,Pedestrian Plaza,W1F 7DG,W1F,W
W1C,51.5147506,-0.1477673,Ben's Cookies,51.513993144935135,-0.13951116165117508,Dessert Shop,W1F 7JB,W1F,W
W1C,51.5147506,-0.1477673,Mr Fogg's,51.50978574585084,-0.14408717053480574,Speakeasy,W1J 6JD,W1J,W
W1C,51.5147506,-0.1477673,The Photographers' Gallery,51.51506983562191,-0.1389692294992966,Art Gallery,W1F 7LW,W1F,W
W1C,51.5147506,-0.1477673,Michael Kors,51.5122923,-0.1401862,Boutique,W1S 2JA,W1S,W
W1C,51.5147506,-0.1477673,Annabel's,51.50935152904844,-0.1467591801662546,Lounge,W1J 5AW,W1J,W
W1C,51.5147506,-0.1477673,The Churchill Bar,51.51509478386944,-0.1567654903516981,Hotel Bar,W1H 7JZ,W1H,W
W1C,51.5147506,-0.1477673,Mount Street Gardens,51.50914288375567,-0.15020345030932072,Park,W1K 2XH,W1K,W
W1C,51.5147506,-0.1477673,Clarette,51.51847149673737,-0.1538402752726863,Wine Bar,W1U 7HS,W1U,W
W1C,51.5147506,-0.1477673,Marylebone Farmers Market,51.51917561345759,-0.1527636510638178,Farmers Market,W1U 4DZ,W1U,W
W1C,51.5147506,-0.1477673,La Fromagerie,51.519858028521625,-0.1522383678601626,Cheese Shop,W1U 4EW,W1U,W
W1C,51.5147506,-0.1477673,Hyatt Regency London - The Churchill,51.51552845704973,-0.15677317686483794,Hotel,W1H 7BH,W1H,W
W1C,51.5147506,-0.1477673,Le Gavroche,51.51141871570083,-0.155099167365206,French Restaurant,W1K 7HN,W1K,W
W1C,51.5147506,-0.1477673,Department of Coffee and Social Affairs,51.51351967202485,-0.1390868787116154,Coffee Shop,W1F 7DQ,W1F,W
W1C,51.5147506,-0.1477673,Home House,51.51605985432386,-0.15648092555372997,Club House,W1H 6BW,W1H,W
W1C,51.5147506,-0.1477673,Richoux,51.50998403484021,-0.15196486166932496,Café,W1K 2QG,W1K,W
W1C,51.5147506,-0.1477673,Kaffeine,51.51845746813275,-0.14047892160812275,Coffee Shop,W1W 7QJ,W1W,W
W1C,51.5147506,-0.1477673,Chiltern Firehouse,51.518618807962646,-0.1548353316626099,Modern European Restaurant,W1U 7PA,W1U,W
W1D,51.5142789,-0.1299356,Foyles,51.514158,-0.129729,Bookstore,WC2H 0DT,WC2H,WC
W1D,51.5142789,-0.1299356,Ronnie Scott's Jazz Club,51.51341645218146,-0.13164760951343052,Jazz Club,W1D 4SE,W1D,W
W1D,51.5142789,-0.1299356,Prince Edward Theatre,51.51371078019491,-0.1307827868388587,Theater,W1D 4HS,W1D,W
W1D,51.5142789,-0.1299356,Fabrique,51.513614456342495,-0.1284961359927072,Bakery,WC2H 8JA,WC2H,WC
W1D,51.5142789,-0.1299356,Milroy's,51.51478744978937,-0.1313610690458417,Liquor Store,W1D 4DA,W1D,W
W1D,51.5142789,-0.1299356,Hoppers,51.51360769537548,-0.13148960331382942,Sri Lankan Restaurant,W1D 4RJ,W1D,W
W1D,51.5142789,-0.1299356,Flat Iron,51.515134,-0.129545,Steakhouse,WC2H 8LS,WC2H,WC
W1D,51.5142789,-0.1299356,Barrafina,51.51397737779247,-0.13280153274536133,Tapas Restaurant,W1D 3RA,W1D,W
W1D,51.5142789,-0.1299356,Soho House,51.51396445911255,-0.1329109198775155,Lounge,W1D 3SH,W1D,W
W1D,51.5142789,-0.1299356,Burger & Lobster,51.51342834023672,-0.13234103012361098,Seafood Restaurant,W1D 4PU,W1D,W
W1D,51.5142789,-0.1299356,Udderlicious,51.51372011564273,-0.12741111080853307,Ice Cream Shop,WC2H 9QS,WC2H,WC
